,Exchange Ticker,"ROA Total Assets, Percent",Return On Equity - Actual,Total Debt,"Total Assets, Reported",Operating Income,TRBC Industry Group Name,TRBC Industry Name,Long Term Debt,Region of Headquarters,regularMarketPrice,preMarketPrice,logo_url
CHRS,CHRS,21.14929441,68.49,405458000,841649000,156319000,Biotechnology & Medical Research,Biotechnology & Medical Research,404023000,Americas,,,
CHRW,CHRW,10.35062938,28.53,1181566000,5144258000,673268000,Freight & Logistics Services,Ground Freight & Logistics,1093301000,Americas,,,
CHSCP,CHSCP,3.297976403,,3359220000,17576275000,205797000,Food & Tobacco,Fishing & Farming,1551321000,Americas,,,
CHX,CHX,-27.50168053,-2.07,941128000,3475776000,-711846000,Oil & Gas Related Equipment and Services,Oil Related Services and Equipment,905764000,Americas,,,
CI,CI,-3.97195501,8.119,245414879.5,359689779.3,-4844926.099,Real Estate Operations,"Real Estate Rental, Development & Operations",103973614.5,Asia,,,
CIGI,CIGI,3.055483202,32.33,921870000,3292167000,164578000,Real Estate Operations,Real Estate Services,693512000,Americas,,,
CII,CII,1.605627364,5.83,718945034.1,1280755704,26136549.22,Transport Infrastructure,Highways & Rail Tracks,575430976,Asia,,,
CIVI,CIVI,8.666585745,,117000,1182812000,-11145000,Oil & Gas,Oil & Gas Exploration and Production,0,Americas,,,
CL,CL,18.4790334,612.33,7601000000,15920000000,3885000000,Personal & Household Products & Services,Personal Products,7334000000,Americas,,,
CLAR,CLAR,2.17044129,11.34,34621000,280691000,3934000,Leisure Products,Recreational Products,30621000,Americas,,,
CLF,CLF,-0.808885908,-14.9,5725000000,16771000000,-12000000,Metals & Mining,Iron & Steel,5390000000,Americas,,,
CLH,CLH,3.272574324,9.91,1618054000,4131520000,247960000,Professional & Commercial Services,Environmental Services & Equipment,1549641000,Americas,,,
CLMT,CLMT,-8.128528955,,1322300000,1808300000,-71900000,Oil & Gas,Oil & Gas Refining and Marketing,1316300000,Americas,,,
CLN,CLN,1.555793991,10.03,2284487629,7833013219,336685120.3,Chemicals,Specialty Chemicals,1608857756,Europe,,,
CLR,CLR,-3.989070849,-6.63,5532418000,14633098000,-518173000,Oil & Gas,Oil & Gas Exploration and Production,5530173000,Americas,,,
CLRB,CLRB,-42.57264613,,0,58659370,-15105070,Pharmaceuticals,Pharmaceuticals,,Americas,,,
CLVS,CLVS,-57.90843174,221.75,609961000,605554000,-340540000,Biotechnology & Medical Research,Biotechnology & Medical Research,545763000,Americas,,,
CLVT,CLVT,-3.284868543,5.28,3486500000,15196847000,-202257000,Professional & Commercial Services,Business Support Services,3457900000,Americas,,,
CLW,CLW,3.811750632,,718100000,1800400000,152200000,Paper & Forest Products,Paper Products,697300000,Americas,,,
CLX,CLX,11.46090699,139.95,2804000000,6334000000,900000000,Personal & Household Products & Services,Household Products,2484000000,Americas,,,
CMC,CMC,9.468947464,20.6,1069781000,4638671000,585922000,Metals & Mining,Iron & Steel,979311000,Americas,,,
CMCSA,CMCSA,3.983375614,13.93,109000000000.0,274000000000.0,17493000000,Media & Publishing,Broadcasting,106000000000.0,Americas,,,
CME,CME,2.575677248,,4989397.59,25020240.96,443132.5301,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Machinery & Equipment,141927.7108,Asia,,,
CMI,CMI,8.550317509,23.11,4164000000,22624000000,2269000000,Automobiles & Auto Parts,"Auto, Truck & Motorcycle Parts",3531000000,Americas,,,
CMP,CMP,,,940900000,1630900000,79000000,Chemicals,Agricultural Chemicals,935400000,Americas,,,
